AR Mean Wind (m/s)	AR Mean IWV (kg/m2)	AR Mean IVT (kg/m/s)	AR Mean Precip (mm/day)	Central Lon (deg)	Central Lat (deg)
15.145094760819527	17.099010467529297	229.40521240234375	2.0570244683159724	85.707	59.847
13.531565006234464	49.615596771240234	610.787841796875	23.192077894251057	276.953	21.535
12.835439136357502	42.506195068359375	524.6343383789062	6.437078302556818	340.676	20.299
17.361330453038878	20.68515968322754	328.8525390625	8.864446271929825	282.005	54.761
24.089583720516565	25.264305114746094	486.2158203125	10.549475441516286	311.35	47.585
13.011912535802317	13.918359756469727	165.11105346679688	2.424211629231771	169.277	64.423
14.296404808751106	33.73974609375	406.078369140625	0.6117420196533203	185.031	32.184
14.153520612209691	14.336560249328613	182.85360717773438	0.7471935990927876	104.163	57.871
14.916726426997018	48.201499938964844	692.6577758789062	23.28356471706081	274.834	21.523
17.040444830483324	49.48717498779297	742.5306396484375	17.008851550874255	140.805	30.252
19.867583164565815	13.136221885681152	248.74571228027344	11.686567207731574	279.635	65.721
12.75858274023561	32.15990447998047	353.0462951660156	5.446971857659171	199.401	30.759
12.881755116746035	27.384971618652344	317.3746643066406	14.399481201171875	17.803	41.51
12.501637617797245	14.60427474975586	170.59327697753906	1.7567172580295138	99.035	55.294
18.553240311769677	49.028926849365234	845.7192993164062	19.700616244612068	273.105	21.517
17.396057861905454	14.4521484375	229.8184356689453	6.304188447840073	286.82	61.845
15.524177114615298	48.52850341796875	669.9741821289062	13.210676851645907	152.485	33.994
12.916408485227189	26.67919158935547	313.67828369140625	9.586262269053117	17.942	38.963
14.883968853584992	36.43148422241211	470.5831604003906	7.504007848893633	190.903	35.785
12.000578385583983	14.231510162353516	157.728271484375	2.395429597077546	110.403	59.119
20.497069038726785	50.95731735229492	969.3959350585938	26.18557758451258	270.088	22.334
17.813423614824565	31.848146438598633	482.2694396972656	14.915787274564677	201.934	36.759
16.660497760397252	12.654725074768066	194.48228454589844	6.773929009555785	287.817	66.19
14.000278588073861	26.315021514892578	333.1291809082031	6.729453154458899	25.81	40.336
11.455782779722862	35.42845153808594	350.99493408203125	4.919557698567709	339.696	29.484
19.220799012232185	40.37776565551758	660.3074340820312	3.0359746193399233	164.358	38.735
19.716374647228395	48.909969329833984	909.4242553710938	23.750946769067795	271.362	25.035
15.056903322617126	30.025720596313477	399.5693054199219	4.37419680120114	336.556	31.498
19.477840740049366	24.679170608520508	415.9578552246094	10.859338662790698	193.719	44.813
15.742226283867236	23.237934112548828	292.35638427734375	3.9362703539949635	39.139	43.716
16.51097587890946	31.567726135253906	465.2963562011719	5.53833081128003	333.906	32.195
19.31753008831608	16.920652389526367	303.2125549316406	8.965319687061095	195.571	59.452
12.709422270373357	33.94514083862305	380.7401428222656	10.942449730562876	202.799	30.236
11.524749403187434	27.396434783935547	282.15966796875	3.9729688156880605	26.492	40.073
17.318076416833097	13.777853965759277	215.24989318847656	1.9081907808110956	88.909	56.918
15.892693447489403	36.125732421875	501.1712646484375	14.46621925243433	283.094	38.25
13.170261349034663	15.119266510009766	176.9495086669922	3.9742852219012605	224.339	63.158
15.390235708082358	31.932125091552734	445.9420471191406	6.319558848505435	336.395	33.525
11.605083465546477	28.919078826904297	283.808837890625	4.110432116513325	27.407	37.673
19.91351636528695	33.14392852783203	564.70849609375	11.047919379340279	300.304	44.629
14.214245175075217	33.211097717285156	426.0243225097656	3.386523598118832	335.476	30.718
12.404987468401883	15.417366027832031	162.9015350341797	3.047963411614085	90.514	52.848
13.57626412408171	16.655908584594727	200.1011199951172	2.825924343532986	244.283	55.136
26.935791072806154	22.71074867248535	475.38934326171875	19.592219518442622	315.276	50.007
12.378260143108827	39.508277893066406	434.1407775878906	14.817158530203349	329.938	25.91
10.727977844466132	29.41505241394043	297.37652587890625	8.44571021295363	21.746	27.567
11.275832481213607	39.941139221191406	348.0340881347656	14.078772139875856	197.125	27.804
17.15624889166913	18.37113380432129	265.3563232421875	2.0959209573679956	59.043	53.564
12.724805404000875	39.5950813293457	425.2910461425781	13.631000114889705	335.619	27.61
9.664077663712195	29.731796264648438	280.3616943359375	1.8414208878686418	19.574	25.073
14.07378431595513	38.27815628051758	433.39892578125	7.215051027807859	197.762	35.104
14.91150470493811	27.249238967895508	348.5036926269531	7.918805957895465	269.16	42.848
15.2858028914752	38.3751220703125	504.984375	9.0220458984375	320.267	37.806
19.559984770426837	17.583459854125977	302.2467041015625	3.3073134859978865	74.628	54.482
27.395008021165687	17.034324645996094	406.08746337890625	9.444712896766903	158.326	48.821
16.297601407447598	17.20259666442871	259.0299377441406	4.616395607972756	23.584	52.569
14.451715592636726	23.325986862182617	286.16278076171875	4.817331993528701	231.677	26.842
14.417367094129299	30.287960052490234	382.5365905761719	13.439124978998656	193.382	30.841
17.028584978652308	20.132980346679688	296.600341796875	4.4991158551050106	232.161	28.323
14.506218101267706	36.41104507446289	456.7061462402344	4.22342959317294	107.979	25.594
14.479245905956658	38.10681915283203	460.909423828125	22.543071228780864	286.516	29.597
15.126636521013072	16.390779495239258	218.03054809570312	2.1676459878177967	34.895	51.732
19.831789484583194	15.4127779006958	270.68133544921875	1.27553990012721	141.277	46.612
15.615792171788197	21.925146102905273	275.64056396484375	6.018454126144165	186.16	51.812
19.933347138801935	14.208853721618652	218.3181610107422	4.62882080078125	76.475	36.241
13.053771018292528	41.84309387207031	473.984375	12.768720626831055	109.897	24.246
